SaleProd Code,SaleProd Name,Specification,Specification Owner
001A0784,Ondina 68,FDA Regulation 21 CFR 176.210,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 177.1200,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 177.2260,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 177.2600,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 177.2800,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 178.3120,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 178.3570,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 178.3620(a),FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 178.3740,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 178.3910,FDA - Food and Drug Administration
001A0784,Ondina 68,FDA Regulation 21 CFR 573.680,FDA - Food and Drug Administration
001A0797,Mysella MA 40,API CD,American Petroleum Institute (API)
001A0835,AeroShell Grease 15,Joint Service Designation XG-300,Joint Service Designation
001A0870,Naturelle HF-E 15,ISO 15380 HEES,ISO - International Organisation for Standardisation
001A0870,Naturelle HF-E 15,VDMA 24568,VDMA
001A0871,Naturelle HF-M 46,Eaton (Vickers) I-286-S,Eaton Corporation
001A0871,Naturelle HF-M 46,Eaton (Vickers) M-2950-S,Eaton Corporation
001A0871,Naturelle HF-M 46,Swedish Standard SS 15 54 34 BV,Swedish Standard
001A0896,Caprinus XR 20W-40,API CF,American Petroleum Institute (API)
001A0896,Caprinus XR 20W-40,LMOA Generation 5,Locomotive Maintenance Officers Association (LMOA)
001A0897,Caprinus XR 40,API CF,American Petroleum Institute (API)
001A0897,Caprinus XR 40,LMOA Generation 5,Locomotive Maintenance Officers Association (LMOA)
001A0903,AeroShell Grease 33,Airbus AIMS 09-06-002,Airbus
001A0903,AeroShell Grease 33,Boeing BMS 3-33C,Boeing
001A0903,AeroShell Grease 33,MIL-PRF-23827C Type I,US Military
001A0903,AeroShell Grease 33,MIL-QPL-CMS-OL-302,US Military
001A0904,AeroShell Turbine Oil 2,AIR 3516/A,AIR - Direction Technique des Constructions Aeronautiques
001A0904,AeroShell Turbine Oil 2,Joint Service Designation OX-10,Joint Service Designation
001A0904,AeroShell Turbine Oil 2,MIL-PRF-6081D,US Military
001A0904,AeroShell Turbine Oil 2,NATO O-133,NATO - North Atlantic Treaty Organisation
001A0909,AeroShell Fluid 602,MIL-PRF-87252C,US Military
001A0909,AeroShell Fluid 602,MIL-PRF-87252E,US Military
001A0909,AeroShell Fluid 602,NATO S-1748,NATO - North Atlantic Treaty Organisation
001A0911,AeroShell Fluid S.8350,Joint Service Designation OEP-215,Joint Service Designation
001A0914,AeroShell Grease 14,DEF STAN 91-51,DEF STAN - Ministry of Defence
001A0914,AeroShell Grease 14,Joint Service Designation XG-284,Joint Service Designation
001A0914,AeroShell Grease 14,MIL-G-25537C,US Military
001A0914,AeroShell Grease 14,NATO G-366,NATO - North Atlantic Treaty Organisation
001A0917,Naturelle HF-E 32,ISO 15380 HEES,ISO - International Organisation for Standardisation
001A0917,Naturelle HF-E 32,Swedish Standard SS 15 54 34 SP,Swedish Standard
001A0917,Naturelle HF-E 32,VDMA 24568,VDMA
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9012,Helix Ultra 5W-30 (SL A3/B4),API SL,American Petroleum Institute (API)
001A9012,Helix Ultra 5W-30 (SL A3/B4),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001A9012,Helix Ultra 5W-30 (SL A3/B4),BMW Longlife-01,BMW Group AG
001A9012,Helix Ultra 5W-30 (SL A3/B4),MB-Approval 226.5,Mercedes-Benz
001A9012,Helix Ultra 5W-30 (SL A3/B4),MB-Approval 229.5,Mercedes-Benz
001A9012,Helix Ultra 5W-30 (SL A3/B4),Renault RN 0700,Renault
001A9012,Helix Ultra 5W-30 (SL A3/B4),Renault RN 0710,Renault
001A9012,Helix Ultra 5W-30 (SL A3/B4),Renault RN 0710 - Meets the requirements,Renault
001A9012,Helix Ultra 5W-30 (SL A3/B4),VW Standard 502.00,Volkswagen AG (VW)
001A9012,Helix Ultra 5W-30 (SL A3/B4),VW Standard 505.00,Volkswagen AG (VW)
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA A3,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA A3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA A3/B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA A3/B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA A3/B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA A3/B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA B3,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA B3 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA B4,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),ACEA B4 - Meets engine test performance requirements,ACEA - Association des Constructeurs Europeens d'Automobiles
001A9013,Helix Ultra 5W-40 (SN A3/B4),API SN,American Petroleum Institute (API)
001A9013,Helix Ultra 5W-40 (SN A3/B4),API SN - Meets engine test performance requirements,American Petroleum Institute (API)
001A9013,Helix Ultra 5W-40 (SN A3/B4),BMW Longlife-01,BMW Group AG
001A9013,Helix Ultra 5W-40 (SN A3/B4),Chrysler MS 10725,Chrysler
001A9013,Helix Ultra 5W-40 (SN A3/B4),Chrysler MS 12991,Chrysler
001A9013,Helix Ultra 5W-40 (SN A3/B4),Fiat 9.55535-N2 - Meets the requirements,Fiat
001A9013,Helix Ultra 5W-40 (SN A3/B4),Fiat 9.55535-Z2 - Meets the requirements,Fiat
001A9013,Helix Ultra 5W-40 (SN A3/B4),MB-Approval 226.5,Mercedes-Benz
001A9013,Helix Ultra 5W-40 (SN A3/B4),MB-Approval 229.5,Mercedes-Benz
001A9013,Helix Ultra 5W-40 (SN A3/B4),PSA B71 2296,PSA Peugeot Citroen
001A9013,Helix Ultra 5W-40 (SN A3/B4),Porsche A40,Porsche
001A9013,Helix Ultra 5W-40 (SN A3/B4),Renault RN 0700,Renault
001A9013,Helix Ultra 5W-40 (SN A3/B4),Renault RN 0710,Renault
001A9013,Helix Ultra 5W-40 (SN A3/B4),Renault RN 0710 - Meets the requirements,Renault
001A9013,Helix Ultra 5W-40 (SN A3/B4),VW Standard 502.00,Volkswagen AG (VW)
001A9013,Helix Ultra 5W-40 (SN A3/B4),VW Standard 505.00,Volkswagen AG (VW)
001A9034,Naturelle HF-E 46,ISO 12922 HFDU,ISO - International Organisation for Standardisation
001A9034,Naturelle HF-E 46,ISO 15380 HEES,ISO - International Organisation for Standardisation
001A9034,Naturelle HF-E 46,Swedish Standard SS 15 54 34 SP,Swedish Standard
001A9034,Naturelle HF-E 46,VDMA 24568,VDMA
001A9035,Naturelle HF-E 68,ISO 12922 HFDU,ISO - International Organisation for Standardisation
001A9035,Naturelle HF-E 68,ISO 15380 HEES,ISO - International Organisation for Standardisation
001A9035,Naturelle HF-E 68,Swedish Standard SS 15 54 34 SP,Swedish Standard
001A9035,Naturelle HF-E 68,VDMA 24568,VDMA
001A9040,Turbo GT 46,ASTM D4304-06a Type III,ASTM - American Society for Testing and Materials
001A9040,Turbo GT 46,Alstom HTGD 90 117,Alstom
001A9040,Turbo GT 46,Alstom HTGD 90 117 V0001 AA,Alstom
001A9040,Turbo GT 46,DIN 51515-1 L-TD,DIN
001A9040,Turbo GT 46,DIN 51515-2 L-TG,DIN
001A9040,Turbo GT 46,General Electric GEK 107395A,General Electric (GE)
001A9040,Turbo GT 46,General Electric GEK 28143B,General Electric (GE)
001A9040,Turbo GT 46,General Electric GEK 32568H,General Electric (GE)
001A9040,Turbo GT 46,General Electric GEK 32568J,General Electric (GE)
001A9040,Turbo GT 46,Siemens TLV 9013 04,Siemens AG Power Generation
001A9040,Turbo GT 46,Siemens TLV 9013 05,Siemens AG Power Generation
001A9040,Turbo GT 46,Solar ES 9-224W Class II,Solar Turbines Inc.
001A9047,Turbo CC 32,ASTM D4304-06a Type I,ASTM - American Society for Testing and Materials
001A9047,Turbo CC 32,ASTM D4304-06a Type II,ASTM - American Society for Testing and Materials
001A9047,Turbo CC 32,ASTM D4304-06a Type III,ASTM - American Society for Testing and Materials
001A9047,Turbo CC 32,Alstom HTGD 90 117 V0001 AA,Alstom
001A9047,Turbo CC 32,Alstom NBA P50001A,GEC Alstom
001A9047,Turbo CC 32,DIN 51515-1 L-TD,DIN
001A9047,Turbo CC 32,DIN 51515-2 L-TG,DIN
001A9047,Turbo CC 32,General Electric GEK 101941A,General Electric (GE)
001A9047,Turbo CC 32,General Electric GEK 107395A,General Electric (GE)
001A9047,Turbo CC 32,General Electric GEK 28143B,General Electric (GE)
001A9047,Turbo CC 32,General Electric GEK 32568H,General Electric (GE)
001A9047,Turbo CC 32,General Electric GEK 46506E,General Electric (GE)
001A9047,Turbo CC 32,JIS K 2213 Class 2,JIS - Japanese Industrial Standards Committee
001A9047,Turbo CC 32,JIS K 2213-2006 Class 2,JIS - Japanese Industrial Standards Committee
001A9047,Turbo CC 32,Siemens 21 T0591,Siemens - Westinghouse
001A9047,Turbo CC 32,Siemens 800 037 98,Siemens AG Power Generation
001A9047,Turbo CC 32,Siemens PD-55125Z3,Siemens - Westinghouse
001A9047,Turbo CC 32,Siemens TLV 9013 04,Siemens AG Power Generation
001A9047,Turbo CC 32,Siemens TLV 9013 05,Siemens AG Power Generation
001A9047,Turbo CC 32,Siemens/Mannesmann Demag 800 037 98 TD 32/TD 46,Siemens/Mannesmann Demag
001A9047,Turbo CC 32,Skoda Tp 0010P/97,Skoda Power
001A9047,Turbo CC 32,Solar ES 9-224Y Class II,Solar Turbines Inc.
001A9048,Turbo CC 46,ASTM D4304-06a Type I,ASTM - American Society for Testing and Materials
001A9048,Turbo CC 46,ASTM D4304-06a Type II,ASTM - American Society for Testing and Materials
001A9048,Turbo CC 46,Alstom HTGD 90 117 V0001 AA,Alstom
001A9048,Turbo CC 46,Alstom NBA P50001A,GEC Alstom
001A9048,Turbo CC 46,DIN 51515-1 L-TD,DIN
001A9048,Turbo CC 46,DIN 51515-2 L-TG,DIN
001A9048,Turbo CC 46,General Electric GEK 101941A,General Electric (GE)
001A9048,Turbo CC 46,General Electric GEK 107395A,General Electric (GE)
001A9048,Turbo CC 46,General Electric GEK 117064,General Electric (GE)
001A9048,Turbo CC 46,General Electric GEK 28143B,General Electric (GE)
001A9048,Turbo CC 46,General Electric GEK 32568H,General Electric (GE)
001A9048,Turbo CC 46,General Electric GEK 46506E,General Electric (GE)
001A9048,Turbo CC 46,JIS K 2213 Class 2,JIS - Japanese Industrial Standards Committee
001A9048,Turbo CC 46,Siemens 21 T0591,Siemens - Westinghouse
001A9048,Turbo CC 46,Siemens 800 037 98,Siemens AG Power Generation
001A9048,Turbo CC 46,Siemens MAT 812109,Siemens AG Power Generation
001A9048,Turbo CC 46,Siemens PD-55125Z3,Siemens - Westinghouse
001A9048,Turbo CC 46,Siemens TLV 9013 04,Siemens AG Power Generation
001A9048,Turbo CC 46,Siemens TLV 9013 05,Siemens AG Power Generation
001A9048,Turbo CC 46,Skoda Tp 0010P/97,Skoda Power
001A9048,Turbo CC 46,Solar ES 9-224Y Class II,Solar Turbines Inc.
001A9053,Sirius X 30,API CF,American Petroleum Institute (API)
001A9054,Sirius X 40,API CF,American Petroleum Institute (API)
001A9054,Sirius X 40,MTU Category 2,MTU-Friedrichshafen GmbH
001A9104,Advance Racing M 30,FIA-CIK,Commission Internationale de Karting
001A9104,Advance Racing M 30,FIM,Federation Internationale de Motocyclisme
001A9104,Advance Racing M 30,SAE J300 30,SAE - Society of Automotive Engineers
001A9108,Advance VSX 2 (FC/EGC) (undyed prediluted),ISO-L-EGC,ISO - International Organisation for Standardisation
001A9108,Advance VSX 2 (FC/EGC) (undyed prediluted),JASO FC,JASO - Japanese Automobile Standards Organization
001A9108,Advance VSX 2 (FC/EGC) (undyed prediluted),JASO FC - Meets smoke emission standard,JASO - Japanese Automobile Standards Organization
001A9109,Advance VSX 2 (FC/EGD) (undyed prediluted),ISO-L-EGD,ISO - International Organisation for Standardisation
001A9109,Advance VSX 2 (FC/EGD) (undyed prediluted),JASO FC,JASO - Japanese Automobile Standards Organization
001A9109,Advance VSX 2 (FC/EGD) (undyed prediluted),JASO FC - Meets smoke emission standard,JASO - Japanese Automobile Standards Organization
001A9306,Rotella DD+ 40,API CF,American Petroleum Institute (API)
001A9306,Rotella DD+ 40,API CF-2,American Petroleum Institute (API)
001A9306,Rotella DD+ 40,Detroit Diesel Corporation 7SE270 8810,Detroit Diesel Corporation
001A9612,AeroShell Oil W 15W-50,Continental SIL 99-2,Teledyne Continental Motors
001A9612,AeroShell Oil W 15W-50,FAA Airworthiness Directive 80-04-03 R2,Federal Aviation Administration
001A9612,AeroShell Oil W 15W-50,Joint Service Designation OMD-162,Joint Service Designation
001A9612,AeroShell Oil W 15W-50,MHS 24A,Teledyne Continental Motors
001A9612,AeroShell Oil W 15W-50,NATO O-162,NATO - North Atlantic Treaty Organisation
001A9612,AeroShell Oil W 15W-50,Pratt and Whitney 1183-S,Pratt & Whitney
001A9612,AeroShell Oil W 15W-50,SAE J1899,SAE - Society of Automotive Engineers
001A9612,AeroShell Oil W 15W-50,Textron Lycoming 1409A,Textron Lycoming
001A9612,AeroShell Oil W 15W-50,Textron Lycoming 301F,Textron Lycoming
001A9612,AeroShell Oil W 15W-50,Textron Lycoming 446C,Textron Lycoming
001A9612,AeroShell Oil W 15W-50,Textron Lycoming 471,Textron Lycoming
001A9642,AeroShell Oil W 100 Plus,Continental SIL 99-2,Teledyne Continental Motors
001A9642,AeroShell Oil W 100 Plus,FAA Airworthiness Directive 80-04-03 R2,Federal Aviation Administration
001A9642,AeroShell Oil W 100 Plus,SAE J1899,SAE - Society of Automotive Engineers
001A9642,AeroShell Oil W 100 Plus,Textron Lycoming 1409C,Textron Lycoming
001A9642,AeroShell Oil W 100 Plus,Textron Lycoming 301F,Textron Lycoming
001A9642,AeroShell Oil W 100 Plus,Textron Lycoming 446E,Textron Lycoming
001A9642,AeroShell Oil W 100 Plus,Textron Lycoming 471B,Textron Lycoming
001A9774,Turbo DR 46,General Electric GEK 46357g,General Electric (GE)
001A9781,Spirax S6 ADME 75W-90,API GL-4,American Petroleum Institute (API)
001A9781,Spirax S6 ADME 75W-90,API GL-5,American Petroleum Institute (API)
001A9781,Spirax S6 ADME 75W-90,API MT-1,American Petroleum Institute (API)
001A9781,Spirax S6 ADME 75W-90,ArvinMeritor Specification O76-N,ArvinMeritor
001A9781,Spirax S6 ADME 75W-90,MAN 342 Type S1,MAN Nutzfahrzeuge AG (Corporate HQ)
001A9781,Spirax S6 ADME 75W-90,MAN 342 Type Z2,MAN Nutzfahrzeuge AG (Corporate HQ)
001A9781,Spirax S6 ADME 75W-90,MB-Approval 235.8,Mercedes-Benz
001A9781,Spirax S6 ADME 75W-90,Mack GO-J,MACK
001A9781,Spirax S6 ADME 75W-90,SAE J2360,SAE - Society of Automotive Engineers
001A9781,Spirax S6 ADME 75W-90,Scania STO 1:0,Scania
001A9781,Spirax S6 ADME 75W-90,Volvo 97312:040,Volvo 
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 02B,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 05A,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 05A - Suitable for use in applications which require,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 12L,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 12L - Suitable for use in applications which require,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 12N,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 16F,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 17B,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 17B - Suitable for use in applications which require,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 19C,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 21A,ZF Friedrichhafen AG
001A9781,Spirax S6 ADME 75W-90,ZF TE-ML 21A - Suitable for use in applications which require,ZF Friedrichhafen AG
001A9782,Turbo T 32,ASTM D4304-06a Type I,ASTM - American Society for Testing and Materials
001A9782,Turbo T 32,ASTM D4304-06a Type III,ASTM - American Society for Testing and Materials
001A9782,Turbo T 32,Alstom HTGD 90 117 V0001 AA,Alstom
001A9782,Turbo T 32,Alstom HTWT600050,Alstom Power
001A9782,Turbo T 32,Alstom NBA P50001A,GEC Alstom
001A9782,Turbo T 32,DIN 51515-1 L-TD,DIN
001A9782,Turbo T 32,DIN 51515-2 L-TG,DIN
001A9782,Turbo T 32,DIN 51524-1 HL,DIN
001A9782,Turbo T 32,Dresser Rand 003-406-001,Dresser-Rand
001A9782,Turbo T 32,Fives (Cincinnati Machine) P-38,Fives Cincinnati
001A9782,Turbo T 32,GB 11120-2011 L-TGA,Chinese Standard
001A9782,Turbo T 32,GB 11120-2011 L-TSA,Chinese Standard
001A9782,Turbo T 32,GE Oil and Gas ITN52220.04,General Electric (GE)
001A9782,Turbo T 32,General Electric GEK 120498,General Electric (GE)
001A9782,Turbo T 32,General Electric GEK 28143B,General Electric (GE)
001A9782,Turbo T 32,General Electric GEK 32568K,General Electric (GE)
001A9782,Turbo T 32,General Electric GEK 46506E,General Electric (GE)
001A9782,Turbo T 32,ISO 8068 L-TGA,ISO - International Organisation for Standardisation
001A9782,Turbo T 32,ISO 8068 L-TSA,ISO - International Organisation for Standardisation
001A9782,Turbo T 32,ISO 8068:2006 L-TGA,ISO - International Organisation for Standardisation
001A9782,Turbo T 32,ISO 8068:2006 L-TSA,ISO - International Organisation for Standardisation
001A9782,Turbo T 32,Indian Standard IS 1012 2002,BIS - Bureau of Indian Standards
001A9782,Turbo T 32,JIS K 2213-2006 Class 2,JIS - Japanese Industrial Standards Committee
001A9782,Turbo T 32,MAN Turbo SP 079984 D0000 E99,MAN Turbo AG
001A9782,Turbo T 32,Siemens 21 T0591,Siemens - Westinghouse
001A9782,Turbo T 32,Siemens 800 037 98,Siemens AG Power Generation
001A9782,Turbo T 32,Siemens PD-55125Z3,Siemens - Westinghouse
001A9782,Turbo T 32,Siemens TLV 9013 04,Siemens AG Power Generation
001A9782,Turbo T 32,Siemens TLV 9013 05,Siemens AG Power Generation
001A9782,Turbo T 32,Skoda Tp 0010P/97,Skoda Power
001A9782,Turbo T 32,Solar ES 9-224Y Class II,Solar Turbines Inc.
001A9783,Turbo T 46,ANSALDO TG02-0171-E00000/B,Ansaldo Energia s.p.a.
001A9783,Turbo T 46,ASTM D4304-13 Type I,ASTM - American Society for Testing and Materials
001A9783,Turbo T 46,ASTM D4304-13 Type III,ASTM - American Society for Testing and Materials
001A9783,Turbo T 46,Alstom HTGD 90 117,Alstom
001A9783,Turbo T 46,Alstom HTGD 90 117 V0001 AA,Alstom
